pF,time,sample
263.0,2018-02-16T08:54:30.539,200
263.100006103516,2018-02-16T08:54:30.580,201
263.100006103516,2018-02-16T08:54:30.621,202
263.100006103516,2018-02-16T08:54:30.663,203
262.899993896484,2018-02-16T08:54:30.704,204
263.100006103516,2018-02-16T08:54:30.745,205
263.0,2018-02-16T08:54:30.786,206
263.100006103516,2018-02-16T08:54:30.827,207
263.0,2018-02-16T08:54:30.869,208
263.0,2018-02-16T08:54:30.910,209
263.0,2018-02-16T08:54:30.951,210
262.899993896484,2018-02-16T08:54:30.992,211
262.899993896484,2018-02-16T08:54:31.034,212
262.899993896484,2018-02-16T08:54:31.075,213
262.899993896484,2018-02-16T08:54:31.116,214
263.0,2018-02-16T08:54:31.157,215
263.200012207031,2018-02-16T08:54:31.199,216
263.200012207031,2018-02-16T08:54:31.240,217
263.200012207031,2018-02-16T08:54:31.281,218
263.100006103516,2018-02-16T08:54:31.323,219
263.0,2018-02-16T08:54:31.364,220
262.899993896484,2018-02-16T08:54:31.405,221
262.899993896484,2018-02-16T08:54:31.446,222
263.0,2018-02-16T08:54:31.488,223
263.0,2018-02-16T08:54:31.529,224
263.0,2018-02-16T08:54:31.570,225
263.0,2018-02-16T08:54:31.612,226
262.899993896484,2018-02-16T08:54:31.653,227
263.0,2018-02-16T08:54:31.694,228
263.100006103516,2018-02-16T08:54:31.735,229
263.100006103516,2018-02-16T08:54:31.777,230
263.100006103516,2018-02-16T08:54:31.818,231
263.100006103516,2018-02-16T08:54:31.859,232
263.100006103516,2018-02-16T08:54:31.900,233
263.100006103516,2018-02-16T08:54:31.942,234
263.100006103516,2018-02-16T08:54:31.983,235
263.100006103516,2018-02-16T08:54:32.024,236
263.100006103516,2018-02-16T08:54:32.065,237
263.100006103516,2018-02-16T08:54:32.106,238
263.0,2018-02-16T08:54:32.148,239
263.0,2018-02-16T08:54:32.189,240
262.899993896484,2018-02-16T08:54:32.230,241
263.100006103516,2018-02-16T08:54:32.271,242
263.0,2018-02-16T08:54:32.313,243
263.0,2018-02-16T08:54:32.354,244
263.0,2018-02-16T08:54:32.397,245
263.100006103516,2018-02-16T08:54:32.437,246
263.100006103516,2018-02-16T08:54:32.478,247
263.100006103516,2018-02-16T08:54:32.519,248
263.100006103516,2018-02-16T08:54:32.561,249
263.0,2018-02-16T08:54:32.601,250
263.0,2018-02-16T08:54:32.643,251
263.0,2018-02-16T08:54:32.684,252
263.0,2018-02-16T08:54:32.725,253
263.0,2018-02-16T08:54:32.766,254
262.899993896484,2018-02-16T08:54:32.808,255
262.899993896484,2018-02-16T08:54:32.849,256
262.899993896484,2018-02-16T08:54:32.890,257
263.0,2018-02-16T08:54:32.931,258
263.100006103516,2018-02-16T08:54:32.973,259
263.100006103516,2018-02-16T08:54:33.014,260
263.100006103516,2018-02-16T08:54:33.055,261
263.200012207031,2018-02-16T08:54:33.096,262
263.200012207031,2018-02-16T08:54:33.138,263
263.200012207031,2018-02-16T08:54:33.179,264
263.200012207031,2018-02-16T08:54:33.220,265
263.200012207031,2018-02-16T08:54:33.261,266
263.200012207031,2018-02-16T08:54:33.303,267
263.200012207031,2018-02-16T08:54:33.344,268
263.300018310547,2018-02-16T08:54:33.385,269
263.300018310547,2018-02-16T08:54:33.426,270
263.200012207031,2018-02-16T08:54:33.468,271
263.200012207031,2018-02-16T08:54:33.509,272
263.100006103516,2018-02-16T08:54:33.550,273
263.100006103516,2018-02-16T08:54:33.591,274
263.100006103516,2018-02-16T08:54:33.636,275
263.200012207031,2018-02-16T08:54:33.674,276
263.200012207031,2018-02-16T08:54:33.715,277
263.200012207031,2018-02-16T08:54:33.756,278
263.200012207031,2018-02-16T08:54:33.798,279
263.200012207031,2018-02-16T08:54:33.839,280
263.100006103516,2018-02-16T08:54:33.880,281
263.200012207031,2018-02-16T08:54:33.943,282
263.200012207031,2018-02-16T08:54:33.984,283
263.200012207031,2018-02-16T08:54:34.008,284
263.200012207031,2018-02-16T08:54:34.077,285
263.200012207031,2018-02-16T08:54:34.087,286
263.100006103516,2018-02-16T08:54:34.128,287
263.100006103516,2018-02-16T08:54:34.169,288
263.0,2018-02-16T08:54:34.210,289
262.899993896484,2018-02-16T08:54:34.252,290
262.899993896484,2018-02-16T08:54:34.293,291
263.0,2018-02-16T08:54:34.334,292
263.0,2018-02-16T08:54:34.375,293
263.0,2018-02-16T08:54:34.417,294
263.0,2018-02-16T08:54:34.458,295
263.0,2018-02-16T08:54:34.499,296
263.0,2018-02-16T08:54:34.540,297
262.899993896484,2018-02-16T08:54:34.581,298
262.899993896484,2018-02-16T08:54:34.623,299
263.0,2018-02-16T08:54:34.664,300
263.100006103516,2018-02-16T08:54:34.705,301
263.0,2018-02-16T08:54:34.746,302
263.0,2018-02-16T08:54:34.788,303
263.0,2018-02-16T08:54:34.829,304
263.0,2018-02-16T08:54:34.870,305
263.0,2018-02-16T08:54:34.911,306
262.800018310547,2018-02-16T08:54:34.953,307
262.800018310547,2018-02-16T08:54:34.994,308
262.800018310547,2018-02-16T08:54:35.035,309
262.899993896484,2018-02-16T08:54:35.076,310
262.899993896484,2018-02-16T08:54:35.118,311
262.899993896484,2018-02-16T08:54:35.159,312
263.0,2018-02-16T08:54:35.200,313
263.0,2018-02-16T08:54:35.241,314
263.0,2018-02-16T08:54:35.283,315
263.200012207031,2018-02-16T08:54:35.324,316
263.100006103516,2018-02-16T08:54:35.365,317
263.100006103516,2018-02-16T08:54:35.406,318
262.899993896484,2018-02-16T08:54:35.448,319
262.899993896484,2018-02-16T08:54:35.489,320
262.899993896484,2018-02-16T08:54:35.530,321
262.899993896484,2018-02-16T08:54:35.571,322
262.899993896484,2018-02-16T08:54:35.613,323
262.899993896484,2018-02-16T08:54:35.654,324
262.899993896484,2018-02-16T08:54:35.695,325
262.800018310547,2018-02-16T08:54:35.736,326
262.800018310547,2018-02-16T08:54:35.778,327
262.800018310547,2018-02-16T08:54:35.819,328
263.0,2018-02-16T08:54:35.861,329
263.0,2018-02-16T08:54:35.902,330
263.200012207031,2018-02-16T08:54:35.943,331
263.600006103516,2018-02-16T08:54:35.984,332
263.899993896484,2018-02-16T08:54:36.026,333
264.399993896484,2018-02-16T08:54:36.067,334
264.5,2018-02-16T08:54:36.108,335
264.600006103516,2018-02-16T08:54:36.149,336
264.600006103516,2018-02-16T08:54:36.191,337
264.399993896484,2018-02-16T08:54:36.231,338
264.300018310547,2018-02-16T08:54:36.273,339
264.200012207031,2018-02-16T08:54:36.314,340
264.200012207031,2018-02-16T08:54:36.355,341
264.200012207031,2018-02-16T08:54:36.397,342
263.899993896484,2018-02-16T08:54:36.468,343
263.800018310547,2018-02-16T08:54:36.501,344
263.600006103516,2018-02-16T08:54:36.520,345
263.399993896484,2018-02-16T08:54:36.561,346
263.600006103516,2018-02-16T08:54:36.603,347
263.5,2018-02-16T08:54:36.644,348
263.600006103516,2018-02-16T08:54:36.685,349
263.600006103516,2018-02-16T08:54:36.727,350
263.899993896484,2018-02-16T08:54:36.768,351
264.100006103516,2018-02-16T08:54:36.809,352
