Time,Label
Logging Begins,0
Move,18
Move,58
DB,96
Move,116
Move,129
Laugh,133
DB,143
Move,149
Move,157
Move,204
Hiccup?,223
DB,255
Move,267
Move,319
DB,338
End Log,375.8
