Time,Label
Logging Begins,543695669.810357
Note,543695679.808138
Note,543695684.780685
Note,543695699.524039
Note,543695703.392029
Note,543695705.969871
Note,543695708.669866
Note,543695724.789338
Note,543695729.845282
Note,543695736.077055
Note,543695744.100790
Logging Ends,543695755.765186
