Time,Label
Logging Begins,542767095.379712
Note,542767109.252625
Note,542767115.216635
Note,542767124.915687
Note,542767127.980176
Note,542767137.677707
Note,542767141.373693
Note,542767147.717493
Note,542767154.731414
Note,542767158.767337
Note,542767168.585098
Logging Ends,542767170.688467
