Time,Label
Logging Begins,542767095.4
Lean Forward,542767109.3
Back to Center,542767115.2
Twist Left,542767124.9
Back to Center,542767128
Twist Right,542767137.7
Back to Center,542767141.4
Arms Raised Front,542767147.7
Back Down,542767154.7
Arms Raised Side,542767158.8
Back Down,542767168.6
Logging Ends,542767170.7
