Time,Label
Logging Begins,542767545.683928
Note,542767552.481393
Note,542767555.769105
Note,542767559.776975
Note,542767562.995097
Note,542767567.330943
Note,542767570.526762
Note,542767585.324227
Note,542767592.106137
Note,542767596.015990
Note,542767602.521773
Logging Ends,542767603.844331
