Time,Label
Logging Begins,543695669.8
Lean Forward,543695679.8
Back to Center,543695684.8
Twist Left,543695699.5
Back to Center,543695703.4
Twist Right,543695706
Back to Center,543695708.7
Arms Lift Forward,543695724.8
Back Down,543695729.8
Arms Lift Sides,543695736.1
Back Down,543695744.1
Logging Ends,543695755.8
